CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL234838	396429	CHEMBL234838	396429	GW572738X	GW572738X	300.35	3.87	81.13	0	Fc1ccccc1C(=O)Nc2sc3CCCCc3c2C#N	8138028	Inhibition	=	.4	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL384407	358303	CHEMBL384407	358303	GW616030X	GW616030X	620.09	6.31	129.73	2	CS(=O)(=O)CCN(CC#N)Cc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2	8149408	Inhibition	=	.62	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1794065	1157696	CHEMBL521658	469246	GSK-554170A	GSK554170A	425.48	1.83	137.14	0	CCn1c(nc2c(ncc(OCC3CCNCC3)c12)C#CC(C)(C)O)c4nonc4N.OC(=O)C(F)(F)F	8170797	Inhibition	=	4.7	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909395	1249166	CHEMBL1794063	1157694	GW633459A	GW633459A	643.13	7.62	114.73	2	Cl.Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(CNCCS(=O)(=O)c6ccccc6)cc5)cc2Cl)c1	8145212	Inhibition	=	3.16	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL208437	343313	CHEMBL208437	343313	GW711782X	GW711782X	408.46	3.54	81.51	0	C(Cn1ccnc1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5	8176923	Inhibition	=	.34	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909347	1249118	CHEMBL261129	429611		SB-732881-H	430.3	3.26	94.14	0	CN1CCC(CC1)C(=O)Nc2n[nH]c3nc(c(Br)cc23)c4ccc(O)cc4.OC(=O)\C=C/C(=O)O	8147098	Inhibition	=	1.02	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL507329	457076	CHEMBL507329	457076	GW869810X	GW869810X	608.08	5.95	126.08	2	Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@H](CN5)OC(=O)N6CCOCC6)sc34)cc2Cl)c1	8159272	Inhibition	=	5.13	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL230592	383756	CHEMBL230592	383756	GSK-635416A	GSK635416A	453.53	3.11	100.88	0	CNC(=O)c1cc(cc(c1N)c2ccc(cc2)S(=O)(=O)N3CCCC3)c4ccc(F)cc4	8144851	Inhibition	=	.17	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL446024	495150	CHEMBL446024	495150	GW683003X	GW683003X	294.24	2.1	68	0	FC(F)(F)CNc1nccc(n1)c2cnn3ncccc23	8130078	Inhibition	=	1.9	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL192417	323829	CHEMBL192417	323829	GW632046X	GW632046X	250.3	4.12	38.06	0	Cc1cccc(Nc2oc(cn2)c3ccccc3)c1	8112016	Inhibition	=	2.19	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL505187	511550	CHEMBL505187	511550	GSK-718429A	GSK718429A	528.6	5.9	96.86	2	CCn1cc(c2ccnc3[nH]ccc23)c(n1)c4cccc(NC(=O)Nc5ccc(OCc6ccccc6)cc5)c4	8107099	Inhibition	=	1.9	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1785003	1151685	CHEMBL1785003	1151685		SB-264866	486.54	3.68	107.95	0	NC(=O)CCc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5	8113917	Inhibition	=	-4.59	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL365297	313134	CHEMBL365297	313134	GW827099X	GW827099X	440.43	4.77	86.46	0	Fc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4	8184984	Inhibition	=	3.02	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1885746	1226317	CHEMBL1885746	1226317	GW561436X	GW561436X	370.38	4.08	78.9	0	Fc1ccc(cc1)c2nn3cc(ccc3c2c4ccnc(NC5CC5)n4)C#N	8099718	Inhibition	=	.46	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL160333	262821	CHEMBL160333	262821		SB-409514	349.17	3.26	78.43	0	Oc1ccc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)cc1Cl	8081782	Inhibition	=	2.54	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL95207	158186	CHEMBL95207	158186		SB-220455	352.41	2.42	72.86	0	CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4	8083958	Inhibition	=	1.99	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL218088	364146	CHEMBL218088	364146	GW435821X	GW435821X	268.31	2.4	76.21	0	Cc1cc(O)cc(C)c1\C=C\c2cncc(c2)C(=O)N	8187196	Inhibition	=	-.72	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL207247	345927	CHEMBL207247	345927	GW807930X	GW807930X	500.95	5.81	76.14	2	CC(=O)NCc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3	8185357	Inhibition	=	.65	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL531804	534630	CHEMBL531804	534630	GW301888X	GW301888X	395.46	4.5	82.62	0	CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1	8199275	Inhibition	=	5.67	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL347580	262097	CHEMBL347580	262097		SB-361058	320.34	2.59	58.64	0	COc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O	8186735	Inhibition	=	3.92	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL473629	476024	CHEMBL473629	476024	GSK-204925A	GSK204925A	423.48	4.06	116.83	0	COc1cc2ncn(c3cc(OCCc4ccccc4)c(s3)C(=O)N)c2cc1OC	8077926	Inhibition	=	1.72	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL185710	314535	CHEMBL185710	314535		SB-738561	230.23	.7	95.65	0	CCn1c(nc2ccncc12)c3nonc3N	8086793	Inhibition	=	1.34	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909367	1249138	CHEMBL244099	389373	GW680908A	GW680908A	551.47	4.59	150.65	1	Cl.COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)(=O)c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3	8067368	Inhibition	=	.99	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909362	1249133	CHEMBL187930	315454	GW830900A	GW830900A	497.61	3.21	127.93	0	Cl.CN(C)CCNC(=O)Nc1ccc(cc1)N(C)c2ccnc(Nc3ccc(CS(=O)(=O)C)cc3)n2	8191237	Inhibition	=	3.89	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL479038	490113	CHEMBL479038	490113	GW806776X	GW806776X	334.41	3.07	58.2	0	O=C(NCC1CC1)c2ccc(cc2)c3cccc(c3)C(=O)NC4CC4	8178767	Inhibition	=	.26	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL408732	429608	CHEMBL408732	429608		SB-711237	308.33	2.87	79.89	0	COc1ccc(cc1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2	8066621	Inhibition	=	2.09	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909378	1249149	CHEMBL440084	273		SB-431542-A	384.39	3.45	103.12	0	Cl.NC(=O)c1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4	8063772	Inhibition	=	3.36	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL196022	325614	CHEMBL196022	325614	GW642125X	GW642125X	241.25	1.85	74.17	0	COc1ccc(cc1)c2coc3ncnc(N)c23	8219811	Inhibition	=	.98	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL188240	314505	CHEMBL188240	314505		SB-737198	274.28	1.57	104.88	0	CCOc1nccc2c1nc(c3nonc3N)n2CC	8205673	Inhibition	=	6.31	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL521806	477501	CHEMBL521806	477501	GSK-237700A	GSK237700A	457.93	4.78	116.83	0	COc1cc2ncn(c3cc(O[C@@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2cc1OC	8088728	Inhibition	=	.34	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1096290	624456	CHEMBL1096290	624456	GSK-1000163A	GSK1000163A	395.46	2.45	119.12	0	CCn1c(nc2c(nc(CN3CCCC3)cc12)C#CC(C)(C)O)c4nonc4N	8075470	Inhibition	=	1.82	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL397570	396428	CHEMBL397570	396428		SB-347804	300.35	3.87	81.13	0	Fc1ccc(cc1)C(=O)Nc2sc3CCCCc3c2C#N	8069900	Inhibition	=	1.63	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL529066	527341	CHEMBL380247	358702	GW574783B	GW574783B	563.07	5.84	114.73	2	Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2	8117780	Inhibition	=	-.15	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL467581	495833	CHEMBL467581	495833	GSK-2219385A	GSK2219385A	520.56	3.71	141.5	1	COc1cc(C)c(cc1Nc2nc(Nc3cccc(F)c3C(=O)N)c4cc[nH]c4n2)N(C)C(=O)CN(C)C	8136624	Inhibition	=	3.43	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL205966	345692	CHEMBL205966	345692	GW659893X	GW659893X	444.89	5.94	73.06	1	Nc1ccc(cc1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3	8143297	Inhibition	=	.18	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL270544	440844	CHEMBL270544	440844	GW396574X	GW396574X	370.43	2.64	122.03	0	CC(=Cc1cccc2NC(=O)\C(=N/Nc3ccc(cc3)S(=O)(=O)N)\c12)C	8089545	Inhibition	=	2.53	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL408564	429962	CHEMBL408564	429962		SB-739452	347.17	3.03	83.81	0	Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4occc4	8072959	Inhibition	=	2.41	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL189148	313135	CHEMBL189148	313135	GW829055X	GW829055X	398.85	5.44	68	1	Clc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4	8200486	Inhibition	=	-4.43	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL352222	262891	CHEMBL352222	262891		SB-358518	394.17	3.16	124.25	0	Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3cccc(c3)[N+](=O)[O-])cc1Cl	8128970	Inhibition	=	.71	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909344	1249115	CHEMBL406125	429415		SB-678557-A	336.39	2.29	86.8	0	Cl.CN1CCC(CC1)C(=O)Nc2n[nH]c3nnc(cc23)c4ccccc4	8180100	Inhibition	=	4.13	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL514938	474987	CHEMBL514938	474987	GSK-969786A	GSK969786A	451.9	6.84	88.42	1	Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)c5occc5)cc2Cl)c1	8118790	Inhibition	=	.17	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1785004	1151686	CHEMBL1785004	1151686		SB-253228	451.44	4.6	64.86	0	Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(F)c(F)c5)n4	8118142	Inhibition	=	3.04	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
CHEMBL1909376	1249147	CHEMBL493066	468911		SB-759335-B	342.36	-.47	127.99	0	Cl.CCn1c(nc2cncc(C(=O)N3CCNCC3)c12)c4nonc4N	8088004	Inhibition	=	4.28	%					BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	808708	CHEMBL1962116	B	GSK_PKIS: JAK1 mean inhibition at 0.1 uM [Nanosyn]	16	GSK Published Kinase Inhibitor Set				Autocuration	BAO_0000357	10919	CHEMBL2835	SINGLE PROTEIN	P23458	Tyrosine-protein kinase JAK1 	Homo sapiens	9	Protein			61374	CHEMBL1961873									
