CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1966343	1287634	CHEMBL1966343	1287634		SID103904482	256.3	3.19	80.73	0	CC(C)Cc1cc(on1)c2ccc3[nH]nc(N)c3c2	9524266	Ki	=	158.49	nM	6.8	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1988537	1309828	CHEMBL1988537	1309828		SID103905590	368.84	4.18	67.73	0	COc1ccc(cc1)C(=O)N2c3ccccc3Sc4c(Cl)cncc24	9520099	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1973098	1294389	CHEMBL1973098	1294389		SID103905205	267.32	2.58	115.95	0	COc1cc(C=C2SC(=S)NC2=O)ccc1O	9520108	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1973516	1294807	CHEMBL1973516	1294807		SID103905160	439.52	4.2	108.79	0	CCN1CCN(CC1)c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2	9524274	Ki	=	125.89	nM	6.9	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL38380	50822	CHEMBL38380	50822	FASUDIL	SID103905390	291.37	.19	70.68	0	O=S(=O)(N1CCCNCC1)c2cccc3cnccc23	9524287	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2004871	1326162	CHEMBL2004871	1326162		SID103905252	297.33	2.26	50.94	0	OCCCn1cnc(c2ccc(F)cc2)c1c3ccncc3	9524097	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL101311	164609	CHEMBL101311	164609		SID103905214	448.35	5.15	82.54	1	CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1	9524103	Ki	=	125.89	nM	6.9	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1981720	1303011	CHEMBL1981720	1303011		SID103904889	265.27	.95	79.8	0	O=C(Nc1cnccn1)Nc2ccnc3ccccc23	9524104	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL306380	107975	CHEMBL306380	107975		SID103904783	281.36	3.26	69.62	0	Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C	9524106	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL394619	383813	CHEMBL394619	383813		SID103904295	374.46	4.03	108.28	0	Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4ccnc(N)c34)c1	9524112	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2006564	1327855	CHEMBL2006564	1327855		SID103905004	351.41	2.35	98.83	0	CCN(C(=O)C)c1ccc(Nc2nc(NC3CC3)c4nc[nH]c4n2)cc1	9524113	Ki	=	12.59	nM	7.9	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1978200	1299491	CHEMBL1978200	1299491		SID103904764	424.45	3.09	88.23	0	Cc1nccn2c(c3ccnc(NCCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F	9524126	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1994159	1315450	CHEMBL1994159	1315450		SID103905230	237.26	1.79	47.26	0	CC(=O)c1cccc(c1)c2ccc3nccn3n2	9524128	Ki	=	31622.78	nM	4.5	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL272453	442087	CHEMBL272453	442087		SID103904857	408.84	4.14	102.41	0	COc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4onc(N)c34)cc1Cl	9528366	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2006778	1328069	CHEMBL2006778	1328069		SID103905094	380.44	3.17	112.04	0	CNC(=O)C=Cc1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3	9520110	Ki	=	251.19	nM	6.6	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1472492	896376	CHEMBL1472492	896376		SID103905627	397.66	9.14	8.8	1	CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C	9520125	Ki	=	794.33	nM	6.1	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1981079	1302370	CHEMBL1981079	1302370		SID103904988	331.73	2.84	110.68	0	NC(=O)c1cc([nH]c1c2ccc(Cl)cc2F)c3ccnc(N)n3	9520130	Ki	=	100	nM	7	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1980329	1301620	CHEMBL1980329	1301620		SID103905111	302.33	3.39	65.12	0	Oc1ccc(cc1)c2ccc3C(=Cc4ccc[nH]4)C(=O)Nc3c2	9524301	Ki	=	5.01	nM	8.3	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2001257	1322548	CHEMBL2001257	1322548		SID103904319	483.63	5.39	111.52	1	CCN(CC)CC#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3	9524303	Ki	>	1258.93	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1992042	1313333	CHEMBL1992042	1313333		SID103904740	434.5	5.89	41.13	1	Fc1ccc(cc1)C(=O)Nc2cccc(c2)C3Nc4ccc5ccccc5c4C6C=CCC36	9524304	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1989267	1310558	CHEMBL1989267	1310558		SID103905093	568.69	4.23	142.75	1	COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(C=CC(=O)NCCN(C)C)cnc(N)c45	9524310	Ki	=	2511.89	nM	5.6	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1967531	1288822	CHEMBL1967531	1288822		SID103904284	361.42	3.12	121.17	0	Nc1ncnc2scc(c3ccc(NC(=O)Nc4ccccc4)cc3)c12	9524314	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2003456	1324747	CHEMBL2003456	1324747		SID103904364	211.22	1.6	54.02	0	O=C1Nc2cc(cnc2N1)c3ccccc3	9520049	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1966816	1288107	CHEMBL1966816	1288107		SID103904882	350.27	3.67	66.91	0	Fc1cccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12	9520050	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL360847	309084	CHEMBL360847	309084		SID103905239	468.55	3.48	68.5	0	CN(C)CC1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26	9532429	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1965660	1286951	CHEMBL1965660	1286951		SID103904984	348.19	3.3	110.68	0	NC(=O)c1cc([nH]c1c2ccc(Cl)cc2Cl)c3ccnc(N)n3	9520139	Ki	=	19.95	nM	7.7	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL2007603	1328894	CHEMBL2007603	1328894		SID103904874	350.27	3.67	66.91	0	Fc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1	9520158	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1996931	1318222	CHEMBL1996931	1318222		SID103904574	366.84	3.46	62.22	0	OCC(Cc1ccc(Cl)cc1)NC(=O)c2ccc(cc2)c3ccncc3	9524132	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1998470	1319761	CHEMBL1998470	1319761		SID103904252	314.77	3.2	70.67	0	CCCC(=O)Nc1cc(cc(Cl)n1)c2c[nH]c3ncccc23	9524135	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1994669	1315960	CHEMBL1994669	1315960		SID103904605	388.22	2.61	110.75	0	Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(=O)N)n2)cn1	9524139	Ki	=	3.98	nM	8.4	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1978567	1299858	CHEMBL1978567	1299858		SID103904911	353.44	2.79	92.35	0	COc1cccc(c1)C(C)NC(=O)c2sc(nc2C)c3ccncc3	9524153	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1994693	1315984	CHEMBL1994693	1315984		SID103904349	387.46	3.59	121.17	0	Nc1ncnc2sc3CCc4cc(NC(=O)Nc5ccccc5)ccc4c3c12	9524155	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL101253	165012	CHEMBL101253	165012	VATALANIB	SID103905548	346.81	4.71	50.7	0	Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1	9520065	Ki	>	1995.26	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1998953	1320244	CHEMBL1998953	1320244		SID103904503	278.35	3.68	44.81	0	C1CCN(CC1)c2ncnc3[nH]cc(c4ccccc4)c23	9520067	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1971606	1292897	CHEMBL1971606	1292897		SID103904583	378.44	4.43	51.22	0	CCCOc1cccc(c1)C(C)NC(=O)c2ccc(cc2)c3ccncc3F	9520068	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1967336	1288627	CHEMBL1967336	1288627		SID103904893	301.25	1.36	79.8	0	Fc1cc(F)c2nccc(NC(=O)Nc3cnccn3)c2c1	9520077	Ki	>	2511.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL574738	568339	CHEMBL574738	568339		SID103905682	529.56	4.51	94.65	1	CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1	9520083	Ki	=	1000	nM	6	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1993424	1314715	CHEMBL1993424	1314715		SID103905251	379.44	3.11	111.28	0	NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1	9520087	Ki	=	5.01	nM	8.3	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1966703	1287994	CHEMBL1966703	1287994		SID103905100	325.38	3.15	57.78	0	Cc1n[nH]c2NC3=C(C(c4ccccc4F)c12)C(=O)CC(C)(C)C3	9520088	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL412142	429350	CHEMBL412142	429350	CHIR-99021	SID103905640	465.34	4.48	115.2	0	Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl	9524162	Ki	>	1584.89	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1972365	1293656	CHEMBL1972365	1293656		SID103905283	210.23	1.68	56.21	0	Nc1cc2nc(cn2cn1)c3ccccc3	9524166	Ki	=	12589.25	nM	4.9	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL1991078	1312369	CHEMBL1991078	1312369		SID103904505	454.48	4.48	106.95	0	COc1ccc(cc1OC)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4	9524180	Ki	=	125.89	nM	6.9	active			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
CHEMBL259084	428508	CHEMBL259084	428508	MLN-8054	SID103904597	476.86	6.19	87.47	1	OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1	9524181	Ki	>	1995.26	nM		inactive			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	809141	CHEMBL1963693	F	PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: JAK2	7	PubChem BioAssays				Autocuration	BAO_0000224	10938	CHEMBL2971	SINGLE PROTEIN	O60674	Tyrosine-protein kinase JAK2	Homo sapiens	8	Homologous protein			51887	CHEMBL1201862									
